Protein IDs,Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_1_1, Alpha _day_1_2, Alpha _day_10_1, Alpha _day_10_2, Alpha _day_30_1, Alpha _day_30_2
P23654,-0.133606302,-0.061947618,1.035975744,0.552377071,0.209765266,-0.236996432,0.191309967,0.667846721,-0.085649792,0.64099104,-0.213236379,-0.2399409,0.812867836,#VALUE!,0.574343754,0.999350641
Q7KKI0;A1Z8U4,-2.380070576,-2.354611905,-1.108487488,-1.028086796,-2.556053931,-2.796961763,-0.880072835,-0.710425184,-1.133084111,-1.380896926,-2.358675941,-2.733315388,-0.709953129,-0.934675856,-0.475194099,-0.85825333
Q9VLX0,-0.041016309,0.625925048,-1.102744082,-1.258597734,-0.036570267,-0.153911919,-1.015607518,-1.550634079,-1.852198376,-1.330174983,0.392647144,0.229341813,-1.025353221,-0.889503118,-1.198361215,-1.131850592
Q9W2U8,3.020146573,2.938398719,1.577247536,2.363451457,2.095012956,2.705756782,1.660882993,1.629146758,1.174086779,1.596505847,2.314551524,1.984334145,1.687911717,1.805663917,1.816149114,0.972325042
Q24474;Q9VQJ0,-0.88803391,-1.220009135,0.378844514,0.429964044,-1.069603273,-1.111383373,0.361768359,0.66120233,0.239398042,#VALUE!,-1.122868289,-0.969904096,0.231923873,0.26951197,0.880724702,0.831228693
P02517,-1.992230406,-2.164819691,-0.400034805,-0.509121854,-2.049845168,-2.142417045,0.12631213,0.281075049,0.095856924,0.293958979,-2.370489501,-2.133590476,0.510455622,0.519139283,0.730835562,1.026091814
Q9W5X0,-1.031208812,-0.625756182,0.022758398,-0.752534223,-0.453577155,#VALUE!,-0.134572062,0.124063396,-0.934620704,-0.532386625,-0.207261234,-0.23791487,-0.435826726,-0.184670506,-0.300483902,-0.296544873
Q9VGY6;Q9GPJ1;Q9VGY6-2,-1.36308542,-1.271043355,0.620492574,0.532466583,-1.199719233,-1.503282012,0.727964007,0.842455949,0.63505783,1.064537998,-0.983874564,-0.566121835,#VALUE!,#VALUE!,1.266876472,1.432424977
Q94514,1.339821505,0.975189938,0.515813357,0.108491003,0.926910307,0.811059948,0.44858384,0.377734578,-0.053463758,-0.127998689,1.132247798,0.939452275,0.338338835,0.586020089,0.577247536,0.438612232
Q9W1R6;E1JGT3,1.967094811,1.693765712,1.273575566,1.196984664,1.404685176,#VALUE!,1.02353925,0.855272157,0.255077682,0.425674135,2.150429698,2.187609409,#VALUE!,#VALUE!,0.86852874,1.074642438
P20354-2,-1.686080854,-1.689101525,-1.26919921,-1.339016636,-1.079599979,-1.257114207,-1.326696861,-0.967419514,-2.01759229,-2.02579377,-1.466137679,-1.35280524,-1.358897945,-1.109576655,-1.405260378,-1.72910034
P47947,1.735912042,1.318981991,1.102187793,0.961919615,0.886198941,1.207330653,0.957171707,#VALUE!,1.038576651,0.798257933,0.68688146,1.303634645,1.052137623,#VALUE!,1.650396947,#VALUE!
Q07327,-2.006419829,-2.025030237,-1.830126295,-2.057451715,-1.651087759,-1.872129042,-1.996484112,-1.785228614,-2.55894153,-2.622998448,-1.861185531,-1.893249685,-1.885819571,-1.884487271,-1.947305889,-1.906115355
O16130,-1.041951722,-1.091848079,0.100439479,0.212258044,-0.636907439,-1.219807505,0.240497517,0.137110008,-0.042501373,0.224163787,-0.455752033,-0.694718169,0.025170576,0.24902051,0.567448097,0.505179567
Q9VU92,0.367147375,0.433707277,0.531368983,0.716859236,0.079975377,-0.322000231,0.187261005,0.392537245,0.14404637,0.073134705,0.494261988,0.461738086,0.745710622,0.527770989,0.745022149,0.70230292
Q9VLT3,-0.912347075,-0.87522192,-0.206545211,-0.550528425,-1.115972628,-1.352252632,-0.386110075,-0.347031731,-0.817689082,-0.531135209,-0.885446403,-0.825082305,-0.621510572,-0.482855352,-0.218480812,-0.113879116
P11046,-2.789960317,-2.901526541,-2.747487454,-2.23908928,-1.614226622,-1.954612949,-2.939648195,-2.827358878,-3.10680867,-3.115034859,-3.035165206,-3.086323562,-2.921608772,-2.761800119,-2.508075091,-2.71577017
Q9VC06,-2.035638337,-1.559579279,-2.079904917,-1.812992433,-1.756964674,-1.576776832,-1.985587572,-1.685431075,-1.95466887,-2.238068,-1.825312357,-1.646654123,-1.666622067,-1.874137336,-1.356125344,-1.50475511
Q7KVT8;Q9W3M4,-0.284581018,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.19063495,#VALUE!,-1.105380106,-1.130333862,#VALUE!,-0.023137832,0.253263199,#VALUE!,-0.50967633,-0.335571774
P07668-2;P07668;P07668-3,#VALUE!,#VALUE!,-2.566100476,-2.355276146,#VALUE!,-1.181672961,-2.649185961,#VALUE!,-3.109047529,-2.956683495,#VALUE!,#VALUE!,-2.181345737,-2.413883805,-2.517709288,#VALUE!
Q9VL67,0.687508661,#VALUE!,-0.137949385,0.132642643,2.990464805,#VALUE!,-0.385205363,-0.109592221,-0.938071766,-0.798842934,0.098419558,#VALUE!,-0.191672617,-0.445833582,-0.351129647,-0.593223898
Q9W1N3,1.131852846,0.973501072,-0.21084669,0.200755432,1.097813029,0.759411533,-0.061751852,-0.07553521,-0.109483266,-0.165482936,0.939000845,1.174214643,0.139993302,-0.013275984,0.468426919,-0.095172972
Q9VTZ0,-0.779793887,-0.78799104,-0.455178337,-0.817892526,-0.824366822,-1.091386893,-0.314912044,-0.586059366,-0.977923419,-0.691452727,-0.790085046,-0.893383671,-0.00889997,-0.289227723,-0.401996943,-0.231498053
Q9VSY4;Q9VSY4-2,-0.90836109,-0.674337278,-0.265847517,-0.350780043,-0.640771221,-0.484792181,-0.397676155,-0.24771383,-0.850506492,-0.729339502,-0.039251073,-0.663031138,-0.535749966,-0.579425975,-0.275524346,-0.278478594
Q8SYG2,-0.29302306,-0.187740019,0.39429462,0.283566239,-0.563433026,-1.019199619,0.228849468,-0.113301591,0.077926579,0.20614307,-0.712173133,-0.250560127,0.263034406,#VALUE!,0.649937299,#VALUE!
Q9W2M2-2;A4UZR3;Q9W2M2;Q9W2M2-3,-0.59629599,-0.503854705,-0.848271045,-0.869859865,-0.488612928,-0.750324089,-1.084456154,-0.924426296,-1.387185158,-1.248382034,-0.422404403,-0.307787079,-0.894295106,-0.832051241,-0.815224608,-0.881906111
Q9W596,-0.112880301,0.147046143,-0.16689132,-0.131423851,0.166201253,0.117429084,-0.301550353,-0.261534783,-0.851573449,-0.639714393,0.260989139,0.150169706,-0.305931064,-0.28723696,-0.284932518,-0.373364623
Q9VWP8,-1.89485834,#VALUE!,#VALUE!,#VALUE!,-1.519362618,#VALUE!,#VALUE!,-1.761995831,-1.933132395,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.313190237,-1.366801314,#VALUE!
O77062,-0.382889625,-0.331354374,0.146785541,-0.167377289,0.302757716,-0.059013919,0.047119549,-0.000548328,-0.466616065,-0.317822262,0.04851521,0.013212111,0.299830762,-0.078015336,0.097745622,-0.163784991
A8JTM7,-2.169549949,-0.758135416,-0.888354337,2.52884633,-1.371347704,-1.743858883,0.995086479,0.835924074,-1.127651891,-1.666118341,-0.427129729,-1.234329477,2.076285443,-1.921608772,-0.564712786,-1.040793682
Q0KI76;Q8INH2,1.874678949,1.685760781,1.536948088,1.488257913,1.573519952,1.616969278,1.520296518,1.353662045,0.732659944,0.967832611,1.835196482,1.916017966,1.211759833,1.2864672,1.294547234,1.285993972
Q9VV43,0.353097411,0.136453909,0.604640696,0.718087584,0.286999397,-0.061691622,0.622461867,0.62349233,0.347665656,0.340960985,0.331475926,0.196858801,0.570462931,0.565987041,0.907813625,0.824482748
Q59DW8;Q86BR9;Q86NK8;Q4AB31;Q8IHB0;Q9VEX2;Q8INB6,-1.334607229,-0.958672898,-0.800927627,-1.132008677,-0.870571896,-0.884247587,-0.924289396,-1.148352888,-1.67038267,-1.151554325,-1.329522196,-0.509183452,-1.102279401,-0.892821013,-1.111632753,-1.247525418
Q9VV24,1.354621415,1.077789889,2.115266347,2.226878404,#VALUE!,0.996027123,1.793021888,1.803888292,1.869397667,2.10000207,1.589044357,1.497689001,#VALUE!,1.966061256,2.417650017,2.372367103
A1ZBE9,-2.382099736,-2.148161027,-1.328398644,-1.405986589,-2.389413317,-1.693621089,-0.961788598,-1.310826102,-1.87784416,-1.568837065,-2.16236349,-2.24694321,-1.596535932,-1.191590235,-1.329812287,-1.645931556
Q9VHK7,-0.036718248,0.004465437,0.175428791,-0.149088589,0.594166328,0.094100916,-0.373271185,-0.247234285,-0.69240827,-0.81114336,0.067638717,0.192951618,-0.067379401,#VALUE!,-0.145748961,-0.203668052
Q9W1J0,-0.155887565,0.017351842,-0.271130401,-0.200630816,#VALUE!,#VALUE!,0.665392771,-0.969141326,-1.45818783,-0.999105806,-0.941143244,-0.376376573,-0.602657022,-0.759258269,-0.912211316,-0.939205515
Q9VXR9,-0.617543012,-0.151522275,-0.061149663,-0.150785332,-0.600161729,-0.698716727,-0.070724072,1.167807495,-0.425462479,-0.135934725,-0.231955451,0.022900402,-0.337156483,-0.089083176,0.114233744,-0.373046958
Q9VI10,-0.196789499,-0.320648271,#VALUE!,0.028569152,-0.214859613,-0.759160595,-0.167361087,0.068326861,0.418567779,0.274052884,-0.428760069,-0.537026326,2.146199013,0.396707521,0.957691771,0.640898521
Q7K569,-0.512637139,-0.363270987,-1.280720164,-1.221421334,-0.347765927,-0.635808602,-1.159234663,-1.114160157,-1.188627619,-1.161782369,-0.057496755,-0.048233185,-0.588703928,-0.540085815,-0.653264317,-0.636660688
Q0KIE7,-2.287430631,-2.294349367,-2.058112441,-2.601211852,-2.05703141,-2.10693296,-1.490091379,-2.196872178,-2.43354526,-2.514078619,-2.927743248,-2.232972413,-2.146179961,-2.285600603,-1.900287367,-2.889716946
Q9W0B3,-0.615287038,-0.520831536,0.431141535,-0.257683287,-0.58454418,#VALUE!,-0.371553002,-0.382062133,-1.267044896,-1.40113937,-0.722229442,-0.86862124,-0.762876867,-1.228672174,-0.733939111,-0.903792131
P40793,-0.876068992,-0.696166658,0.103933991,-0.304718805,-0.274215225,-0.618295787,-0.21908523,-0.155228716,-0.71080294,-0.345124568,-0.431403579,-0.429692519,-0.013625474,-0.269807865,-0.182196673,-0.229957516
P47949;Q8IQP5,-2.637288864,-2.934344975,0.203263813,0.392757034,-3.052775228,-3.254702422,0.91808087,0.959695979,0.571239931,0.832282436,-3.979783006,-3.715542723,0.909427507,1.144242197,1.097206246,1.019274913
Q8IQ87,-0.34184794,-0.112630705,-1.170718702,-0.274721278,0.096531743,-0.032137885,-0.482331242,-0.514325875,-0.856632705,-0.450380111,-0.232616395,0.072860402,-0.397220087,-0.324346635,-0.334843756,-0.669372765
Q9VUX0,-0.043541829,-0.666896901,-0.812561615,-0.622687422,-0.566420901,-0.997952826,0.240985904,0.443924858,-1.139617177,-2.150080781,-0.479291127,-0.682997007,-0.759649031,-0.376357845,-0.623020666,-0.865857934
Q9VUH1;Q29R16;A2RVG6,-0.0946491,-0.019331207,0.846633717,0.692873507,-0.034913918,-0.429770251,0.424492171,0.463413204,0.065296567,0.605778768,-0.384470702,-0.518163765,0.82806284,0.947479146,0.578793833,0.521352314
Q9XZS3,0.117296086,0.017494379,0.631337144,#VALUE!,-0.704723663,-0.17577797,0.651499503,0.507008078,0.480265122,0.433386809,-0.057091446,-0.10125763,0.79900439,0.44826666,0.991027447,#VALUE!
P29310,0.346758372,0.546659906,0.057276965,0.09044698,0.206268125,0.294076649,0.024886999,0.070664101,-0.413076767,-0.4763979,0.157302466,0.371056968,0.012068023,-0.165191718,0.097341109,-0.344483301
Q9VK11,#VALUE!,2.199216892,0.857025515,1.154518402,#VALUE!,#VALUE!,0.725086725,0.692516471,0.621993232,1.00353028,2.331504589,#VALUE!,1.190867665,1.073340397,1.130469661,0.962289888
P45888;A8JV17,-0.798993534,-0.679781068,-0.299222953,-0.395454184,-0.712149498,-0.260255568,-0.225430086,0.116098552,-0.852458842,-0.097085174,-0.546561439,-0.654603625,-0.494739117,-0.391266442,-0.346041159,-0.280299604
A1ZA47,-2.427401325,-2.347251951,-2.261465607,-1.752874544,-2.51144386,-2.467134497,-2.511032613,-2.200249538,-2.03889532,-2.520603859,-1.9175699,-2.205097599,-1.698248487,-2.088530831,-1.533952423,-1.550338267
Q9VDH3,-0.105193875,0.292546188,0.142478791,0.015212085,0.2450088,0.252657864,0.003314389,0.156914315,-0.536335696,-0.511238222,0.180147861,0.344033092,-0.046474,-0.203917289,-0.032772358,-0.435787696
Q24253,-2.264165922,-2.188233062,-1.820616346,-1.684827971,-1.71146425,-2.159653596,-1.808841664,-1.882464527,-2.406063053,-2.242703606,-1.839647711,-1.960384297,-2.072543436,-1.84109428,-1.904224076,-1.736436703
A0A1F4-2;A0A1F4,-0.734899212,-0.691149882,-0.436744229,-0.567617786,-0.287324989,-0.564904848,-0.610785645,-0.626246009,-1.268399654,-1.129134247,-0.291415443,-0.28949219,-0.687032845,-0.620445574,-0.767756764,-0.787243917
Q8IQ56-2;Q8IQ56,0.806860199,0.551885103,-0.141891655,-0.1912937,0.574149961,0.463517834,-0.209628303,-0.1306971,-0.810611873,-0.668638733,1.004968732,0.730052978,-0.192183489,-0.160653083,-0.313584636,-0.476417972
Q9TVP3;Q9TVP3-3,0.284395681,0.061015775,-0.054062747,-0.062324165,0.25761413,-0.083844415,0.03745251,-0.201725475,-0.552516017,-0.612438937,0.310340121,-0.054257472,-0.225632503,-0.157753258,-0.056206169,-0.195500316
Q9VJ26,0.551885103,0.236829335,0.937043014,1.115565996,-0.002917191,-0.126470251,0.954047379,0.679333711,0.234133396,0.695637548,0.243790925,0.024886999,1.15166402,0.850799423,0.729879012,0.564036662
Q9VQL1,-2.468331589,-2.177490097,-1.55384966,-1.551141326,-2.569693314,-2.439950306,-1.694041149,-1.586579225,-1.455534397,-1.528323485,-2.093940636,-2.154505935,-1.584803813,-1.667675881,-0.9713177,-1.409891458
Q24498-5;Q24498-3;Q24498-4;Q24498,-2.144839493,-2.292227861,-2.191392538,-1.648462125,-1.76219157,-2.620157273,-1.964150907,-2.057151485,-2.321855962,-2.751853821,-2.107989857,-2.183310192,-1.981081018,-1.452175109,-1.837841535,-1.705711569
Q8SYD0,0.300885149,0.872237774,1.097745622,0.805870243,0.603976406,#VALUE!,0.944858446,0.751892138,0.061983516,0.691534165,0.713871743,0.972398572,0.584096624,0.799999066,0.544386466,0.59139219
Q9VLP2,0.828469107,1.025099687,0.3934162,0.732659944,0.986592967,0.923415441,0.073546061,1.081339627,0.01948843,0.572016513,1.487331987,1.102658131,0.959844328,0.59062597,0.501617481,0.419970287
P02572,-1.238136062,-1.434675792,-0.585041851,-0.636660688,-1.648959723,-2.074243582,-0.811042109,-0.75389599,-0.770042991,-0.622309837,-1.684967126,-1.815224608,-0.60048981,-0.878215367,-0.290003631,-0.257269389
Q9I7D3,-1.105814736,-1.26239976,-0.263438417,-0.191030164,-1.12007471,-0.862496476,-0.197963989,-0.025485372,-0.381291488,-0.079051251,-1.327638025,-1.547172656,-0.209194605,-0.066321618,0.096666669,-0.059600181
Q9W425,-2.502668665,-1.998730987,-2.945304307,-2.444262361,-1.243523203,-1.701904797,-2.419352796,-1.722372252,-2.642053947,-2.990566828,-2.096159598,-2.05355359,-2.79766378,-2.283913405,-2.164431592,-1.693947792
Q8INA9;B7Z0L1;Q9VES3;B7Z0L0,-0.117223935,0.229710962,-0.344721453,-0.413268878,0.964583463,0.368153711,-0.47252925,-0.15032093,-0.736100237,-0.8068717,0.407842178,0.562669826,-0.402511732,-0.398474621,-0.258787598,-0.385751892
Q9VIH9,0.451857294,0.408820535,0.433707277,0.65434388,0.247076832,0.180529813,0.272739878,0.841409613,0.144568518,0.509341141,0.549915554,0.506195692,0.528271247,0.606347467,0.621711977,0.445302942
Q4AB54;P02255;Q4ABD8;Q4AB94,0.410558198,0.395611249,0.523963346,0.706022122,0.483054736,0.226261894,0.571531198,0.564036662,0.201884743,-0.072634465,0.6019817,0.677169939,0.484911487,0.461842838,0.674008609,0.717034778
Q00168-3;A4V134,-1.849232382,-1.779967283,-1.299418239,-1.336391233,-1.432104143,-1.672036768,-1.442653633,-1.536963528,-1.910122243,-1.949254536,-1.659130141,-1.569008274,-1.384960435,-1.431209038,-1.440420086,-1.549577887
Q04448-2;Q04448,-0.226560612,-0.22401396,0.299244658,0.10514166,-0.016074278,-0.411099512,-0.05539639,-0.271600541,-0.634128327,-0.401806327,-0.392288569,0.125254339,-0.128172119,-0.33752103,-0.166275995,-0.320017789
P16378-2;P16378;P25157,-1.653763575,-1.491023785,-1.372654645,-1.467812727,-0.940340155,-1.024267108,-1.218027665,-1.323407616,-1.91039338,-1.859823411,-1.040378202,-1.139299354,-1.380972073,-1.387260632,-1.443791328,-1.55579942
P48610;A8JNP1,0.725086725,0.795351365,0.259664184,0.170181458,0.396707521,0.317072478,0.184216808,-0.082530053,-0.336154453,-0.156337684,0.556306784,0.727267011,0.097745622,0.01649632,0.129085148,-0.318487766
Q0KI98,-0.202156933,-0.436295165,-0.018907244,0.124592825,-0.496773403,-0.599943049,-0.153462556,0.140909507,-0.340842648,-0.235280182,-0.671324355,-0.652538433,-0.114613062,-0.099664491,0.112766845,-0.386317485
Q9VDV2,#VALUE!,1.272739878,#VALUE!,-0.209111217,1.377401431,#VALUE!,2.431489247,#VALUE!,-1.132799359,#VALUE!,-0.827538087,-0.34717854,0.965618077,#VALUE!,-0.679642412,1.330099418
Q7PL91,1.683920981,1.730748629,0.854634043,1.015568932,1.300416628,1.269990634,0.946955387,0.731270148,0.883073348,0.707259728,1.320195821,1.578890421,1.139796897,1.219772583,1.33622625,1.203890227
Q9VHL2,-3.288839926,-3.497298715,-2.059735507,-2.319909734,-3.602841056,-3.046325016,-1.687288364,-1.864543932,-1.942861696,-1.752923168,-3.471752761,-3.393682858,-1.983361058,-1.924179885,-1.490861584,-1.886993014
Q24388,-2.310074689,-2.135871317,0.194465332,0.306378911,-2.260843174,-2.462992252,1.044394119,1.225028083,1.8172958,1.839637162,-2.137838268,-2.121800441,2.095485639,2.113433803,2.267385978,2.370192185
P36188;P36188-7;A4V4Q6,0.635429371,0.591487938,0.378178655,0.434134458,0.277151611,0.405774578,0.452173687,0.360645202,0.435735259,0.468531186,0.526669809,0.573083631,0.896543116,0.811553233,0.885340078,0.745366427
Q9W2M4,-1.074243582,-1.175012247,-0.395568048,-0.317912177,-0.716884229,-1.300697129,-0.468531201,-0.644825826,-0.729148169,-0.931838263,-1.118883591,-0.86906913,-0.743568991,-0.37935729,-0.2813337,-0.214608478
Q7KU70;Q8IQ70,-0.355276146,-0.148432837,0.042644337,0.066399229,-0.018863393,-0.631131099,-0.119087266,-0.144983055,-0.343549394,-0.399787346,#VALUE!,#VALUE!,-0.067152668,0.142870845,0.104068226,0.05046687
Q9VRJ5,0.625176957,0.568226722,0.563841479,0.336054824,#VALUE!,#VALUE!,0.367930141,0.15263774,-0.178746949,-0.018264228,0.506094112,0.710966189,0.300299474,0.522959662,0.268793675,0.272381578
Q7KTG2;Q9VLA0,-0.719376197,-1.561281323,-1.902173489,-1.276485124,-1.433194586,-1.992804499,-1.978349718,-0.805080864,-1.932085986,-1.560217311,-1.225126513,-1.411847863,-0.854126938,-1.236945425,-1.485438369,-1.653128186
A1Z7V9;Q7K3S2;A1Z7V8,-0.018278839,0.071488106,-0.545171356,-0.535561746,0.28166858,-0.005956182,-0.761115334,-0.618472968,-1.391077238,-1.363048309,0.362441834,0.401848875,-0.773343509,-0.702914258,-0.945082081,-0.795658923
Q9VP57,-2.149568597,-2.434246866,-1.752728682,-2.109545525,-2.163138681,-2.766308238,-1.616657895,-2.092647816,-2.257666039,-1.963813197,-2.082774495,-2.260981469,-2.175077399,-2.086017264,-1.814412508,-2.158815851
Q9VC48,-2.250371343,-1.868911035,-1.573037552,-1.634061156,-2.415730159,-1.693574424,#VALUE!,-1.554993765,-1.645886408,#VALUE!,-2.725660801,-2.314589049,-1.566314085,-1.546666803,-1.202837571,-0.998096898
Q7JR69;Q960H8,-0.24280603,-0.439421986,1.058039361,1.085288675,0.020057652,-0.190338611,0.810566494,0.89227444,0.410123978,0.719752957,-0.41488362,-0.450202705,0.572210593,#VALUE!,0.85239842,1.169411952
P48596-2,-1.788065773,-2.146116101,1.628073654,1.660974239,-2.256493649,-2.037354739,1.486096494,1.539481442,2.222495467,2.064331046,-1.975169723,-1.79816543,2.158724796,2.307836502,2.659536439,2.823728983
P05661-25,-2.547088335,-2.184949283,-2.775268188,-3.160749845,-2.71520162,-2.835574119,-2.864386332,-2.799570979,-3.399471422,-3.240724834,-2.496305263,-2.284053929,-3.157785446,-2.829203233,-2.962969269,-2.98655918
A1Z7V1;A8DY79;A1Z7V2,-0.808968035,-0.831126946,-0.920051921,-1.019872307,-0.668822206,-0.960777364,-1.128566356,-1.068211061,-1.640883696,-1.67479782,-0.753409497,-0.714988471,-1.113785448,-1.033717206,-1.206661748,-1.303543174
P23226-3;Q8IMF5;P23226;P23226-2,-2.013741989,-2.388204397,-1.247628185,-0.834621836,-2.319261575,-2.118225764,-1.066910859,-0.454861913,-1.104201053,-1.034012598,-2.326913998,-2.026322606,-0.360601114,-0.156225141,-0.671163536,-0.4140568
Q9VSA9,2.274112538,2.08024833,-0.909715632,-0.873899366,2.39154778,2.32751492,-1.031061395,-1.036082038,-1.4263928,-1.438541882,2.54912698,2.738573303,-0.835625612,-0.926810441,-0.995419509,-1.003495553
E1JGY7,-2.532407491,-2.282438723,-1.69707855,-2.318181956,-2.297111998,-2.607528698,-1.262918995,-2.005666478,-1.843732837,-1.747681234,-1.698388943,-2.511197098,-1.645344737,-1.549789064,-1.414268267,-1.695675878
Q9VHC7,-1.12337108,-1.011558888,-0.208744365,-0.064676042,-0.883102982,-1.163364856,-0.303400738,-0.098150321,-0.572222216,-0.28008937,-1.072755845,-0.977440432,-0.563155894,-0.411099512,-0.142783338,-0.262918995
Q9XY35,1.985026741,1.311096174,0.851679091,0.555718009,1.509442493,1.486353976,0.805127331,0.922045577,0.447208888,0.772814687,1.552819699,1.915444414,0.947479146,0.868370697,0.875622813,0.809579079
Q0E8F2;Q9VTX3,0.15367565,0.067501049,-0.151618426,-0.291662652,0.680684423,0.044743821,-0.189844847,-0.587749593,-0.85864569,-0.638725722,0.495388174,0.376290383,-0.02519172,-0.223121166,-0.430722801,-0.256890086
Q9Y164;Q95T61,-0.430178409,-0.234719869,-0.495735559,-0.41717427,0.084064265,-0.260739462,-0.531489667,-0.506332173,-0.96305364,-0.956067617,0.006333934,-0.108580813,-0.702820325,-0.665134292,-0.53587546,-0.752607142
B7YZL8;Q0E919;B7YZL1;B7YZL3;B7YZL6;B7YZL7;Q7YTZ4;B7YZL5;Q1RKY1;B7YZL2;A1ZBH5,-1.597976423,-1.381122377,-0.890064483,-0.645592977,-1.137203474,-1.219505113,-1.296792963,-0.723419961,-0.978605558,-0.650408257,-1.458386044,-1.363382339,-0.820820203,-0.937574304,-0.551543023,-0.627047902
A8DYP0;Q59E65,-2.956571498,-2.695442232,-2.55851652,-2.904008087,-3.150721267,-3.014732751,-2.881082177,-2.762387336,-3.008450037,-2.783588595,-2.888007211,-2.992976771,-2.429187367,-2.387373852,-2.583808806,-2.564904848
Q9VH66,0.147957881,0.579952469,0.276794405,0.55885537,0.60046007,0.203514411,0.323312418,0.321235435,-0.272105678,0.033229161,0.599603448,0.40315863,0.060047384,0.295135249,0.151469198,0.297602299
A8JQT5,-1.025147677,#VALUE!,-1.414037577,#VALUE!,-0.125289579,-0.482835191,-1.010919138,#VALUE!,-1.491875639,-2.438150897,#VALUE!,#VALUE!,0.479541007,-1.548817907,-1.069996968,-1.375871024
Q9V420,-0.724587624,-0.593876987,-0.485317187,-0.708113588,-0.388412108,-0.882092225,-0.213219654,-0.494230993,-0.780661077,-0.375871024,-0.744124668,-0.477421921,-0.400948868,-0.433857043,-0.359897388,-0.260808603
Q95TK5;Q9V9W5,-0.299400484,-0.0932633,-0.500932262,-0.63641398,-0.006956106,-0.233990091,-0.510251567,-0.531072667,-1.055681261,-0.894080599,-0.026116925,-0.095465806,-0.635449979,-0.561068458,-0.635270701,-0.683599346
Q2PDR9;Q7KT16;Q9VIJ4,-0.623265095,-0.419526448,0.115299644,0.025454096,-0.255236113,-0.911559852,-0.019448185,0.122341408,-0.497547184,-0.216400864,-0.5613239,-0.457692416,-0.044300347,-0.012722798,-0.078213321,-0.164075926
